brand,video_id,video_url,video_title,publish_date,channel,comment_id,author,comment_text,like_count,reply_count,published_time,is_reply,parent_id,error
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgzzhzT3nOxjm0MFJst4AaABAg,@helloitsmefromtheotherside,THIS IS PRETTY MUCH THE SHITIEST ADD OUT THERE. LIKE I HAVENT SEEN A WORSE ADD THAN THIS. I DONT THINK THIS BS ACTUALLY HAPPENS - ATLEAST NOT IN MY HOME. I SERIOUSLY DONT HAVE WORDS TO DESCRIBE HOW MUCH I HATE OVEREMOTIONAL  BULLSHIT ADDS LIKE THESE. HATE x INFINITY TO BULLSHIT ADDS LIKE THESE. I WISH I COULD WRITE THIS IN A BETTER GRAMMAR BUT TBH THIS ADD IS SO BAD IT DOESNT EVEN DESERVE THIS IDK WHO THOUGHT THIS ADD WAS A GOOD IDEA  MEN PRETTY MUCH DO EVERY HOUSE HOLD WORK OUT THERE ESPECIALLY IN THESE URBAN SETTINGS PLUS ANY ONE COULD MANAGE FOR JUST 1 WEEK   PLUS ABHI BHI PHONE PE BATARI THI NA VO TAB BHI BATA HI DEGI   LIKE WHAT WAS THIS ADD EVEN  🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,0,1 year ago (edited),0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgxqtNbw9EOF2WowtjN4AaABAg,@narenvin2540,Great,0,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugy4rKZfqeIDZd6JZ054AaABAg,@toshibatewari5926,This ad is the story of my life!!! Today I’m proud to say I have a strong team supporting me!!!,4,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgzB0vGmUl53xXFkv4l4AaABAg,@adityajenamani7876,"Just saw it as an ad and came back to say its so amazing. Thank you, Ariel, for this wonderful 2 and a half message to everyone.😁",2,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgxS90iD_j3LoPpD5UZ4AaABAg,@charuborgaonkar8127,Really very very beautiful and I forwarded it to my friends n groups,0,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwWgW140G1owZazU3N4AaABAg,@Rajilwal0009,bhai muje pure add me ye laga koi web series ka koi seen hai last me kya dekh areal ka ads ho raha hai jis ka pure ads me koi lena dena hi nahi tha kya nonsense ad tha i still laughing 🤣🤣🤣🤣,3,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugyv77Vik8W5us-U2Ot4AaABAg,@curiouspantrea,"It's been a while since I watched a YouTube ad without clicking the skip button, and I absolutely loved it. I wonder why creators aren't making more ads like these. ❤",5,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwKzUu5jNIA9UunT8p4AaABAg,@varshavishwas7001,"I'm stuck in the song ""Mujhko pta hai Meri khata hai Par mere dil ki isme raza hai....."" Please if anyone know about the whole song name as i didn't find it anywhere..let me know 🖤😌",4,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgxtJPgVqJ7XWD2Z0m94AaABAg,@Val.waldorf,Full version of the song please,3,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugx5FnGk2D_BKG3APVR4AaABAg,@raghuusoni,"Usually I skip every ad on YouTube, but your this ad is the first one which attracted me and I watched the whole and got emotional. Really I appreciate the idea of such advertisement. The concept is really very amazing.  I never search the ad again on YouTube to watch it but Idk why i searched this and watched it again and now commenting. Keep up the good work.❤😊",48,0,1 year ago (edited),0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgxAe1UXJUs5n1jBhyd4AaABAg,@ZarinKhan-l8q,Really good ☺️☺️☺️,0,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugxj93QYB-rQXeQrUpd4AaABAg.A2tG6ZvgmopA3KwmtYJx_H,@AdmiringBoat-pg7ke,",,",0,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugx-CowVikC2DIoPIJp4AaABAg.A2qq7Dtz2TWA3K5ZqAIOFL,@technogamer-sp,"To instruct the house help also women are needed, men cant even get the work done rather they will prefer to have sex with kamwali bai",1,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugw4xOMSQrA_fsKO9A94AaABAg.A2jslNZ8kl8A3DkquRjbvf,@Mokshithgowda46,😂,0,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwKzUu5jNIA9UunT8p4AaABAg.A2Xmf81HXyXA2iqlsOmIaP,@RV_restart,Did you get the last song? if yes please bta do,0,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugx5FnGk2D_BKG3APVR4AaABAg.A2VFR1gznzCA35cH55fZiN,@SandySai1331,"You searched for it because the commercial had a nice narrative, talented and beautiful actress, the emotional touch was great🔥💓",2,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugz0ESpmaidhc4_1TTZ4AaABAg,@Indra_en_Inde,"I watched this ad while watching a video on YouTube n now its MY STATUS IN WHATSAPP..vowwww what a concept!!! I switch to Ariel from now, JUST FOR THIS AD👌🏻🤝 👏🏻👏🏻👏🏻👏🏻",0,0,1 year ago (edited),0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugz6jnCqzX80eXCTvv94AaABAg,@vicious-l2e,Whats the name of the song?,4,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwWCS2fUr6Ab2zUg0x4AaABAg,@okayaresd,So you think after thousands of years of evolution men can't do laundry?. Ugh,3,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugy1rIvtDCBz_iiRsiJ4AaABAg,@AAISHAKhan-u7x,My name is also aaisha and next  month i also have to go for Singapore and i sent this addvertisement to my feaunse ❤❤❤❤❤❤,2,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgxMsAgQ06M9z_AgGip4AaABAg,@ankitabasu287,Amazing concept!❤,1,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgyJVlkD2iJ79moTi-94AaABAg,@vedikamahato3931,Good one literally searched up this on yt to watch it once more. Amazing work.😊,33,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgztyE9oOEJ90Gk_fyN4AaABAg,@ardhanyasreescholarDhanya,kudos great add,0,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgxMTsd30QmgVTRXUVt4AaABAg,@khushi_3868,I came here just to see the ad again wow mind blowing concept ❤❤,77,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgyJ6J48mWH9A-yujFR4AaABAg,@shivmshrma19,If anyone seeing from Ariel ad team can you upload full version of this song,7,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugzcw-aSZqkgW7L_zUd4AaABAg,@madhulikabajpai5863,the song at the end made me come here asking for it,5,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgyM4fuBk1djN0PMGPx4AaABAg,@shrutiboga1000,New thinking for new generation.....good one,0,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugx2Yb423RVmbmimSUB4AaABAg,@shalmaliyadav4681,Change in society with this ad is a good step. ❤,3,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwFZszAdoNz-KGEFAF4AaABAg,@sonaligonsalves6571,Really love how this ad got me thinking more about my Home Team.,7,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgyeWnxXdEbL0iBkeu94AaABAg,@nikhildanielgonsalves,Never stop training. Nice one!,1,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwARcHsodnjqi4_ijt4AaABAg,@RaghavMeattle,What a brilliant concept!,1,0,1 year ago,0,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,Ugz0ESpmaidhc4_1TTZ4AaABAg.A2PrT5Bw0mWA2V1wknwPOa,@BhartiYadav-yf9hr,Pop 0ppppllllpll😮😅0😮😮😮          Mi p,0,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwWCS2fUr6Ab2zUg0x4AaABAg.A2LMPQT0_DYA2XiorJihy_,@sweetysavvy,It's not that men can't do laundry. It's that men don't want to do laundry or are unlikely to offer to help with laundry because it's automatically assumed to be the woman's job to take care of these things.,3,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwWCS2fUr6Ab2zUg0x4AaABAg.A2LMPQT0_DYA2_PkCkxvzg,@signal8116,@sweetysavvy yes nd it is what it is. Factttt,0,1,1 year ago,1,,
Ariel Surf,OFuRjJIPxU0,https://www.youtube.com/watch?v=OFuRjJIPxU0,,,,UgwWCS2fUr6Ab2zUg0x4AaABAg.A2LMPQT0_DYA2bbmI2Bp7u,@okayaresd,"​ @sweetysavvy  Well, first of all I never understood these ads tbh, it's always portraying these things as if men are vile creatures who dwell in unhygienic environments and somehow entrap a woman who fixes them up. Many guys like me leave their homes at 17-18 and are encouraged to learn all the life skills, cooking, cleaning, paying bills, managing expenses back home and also working simultaneously, I learned it from my father tbh, he is in sixties and still does everything at home whenever he has the time while my mother manages the homefront. He told us the importance of survival, and how not to depend on ANYONE.    I know there are men (and some women) who are pampered into a comfortable life, they don't learn, or feel too inferior to these things. Such people when faced with resistance crack like an egg. But believe me, most men I know would love to do laundry, and cook hot meals for their loved ones. Besides, stay away from dating such people.   P.S- Also who dafaq does laundry at night? Clothes will stink!",4,1,1 year ago,1,,
